Filenames,Depths,White percents
C:\Users\akrem\OneDrive\Desktop\Computational BME\Project 2\MASK_Sk658 Llobe ch010018.jpg,90,0.8045673370361328
C:\Users\akrem\OneDrive\Desktop\Computational BME\Project 2\MASK_Sk658 Llobe ch010149.jpg,7500,2.976250648498535
C:\Users\akrem\OneDrive\Desktop\Computational BME\Project 2\MASK_SK658 Slobe ch010077.jpg,5900,2.363467216491699
C:\Users\akrem\OneDrive\Desktop\Computational BME\Project 2\MASK_SK658 Slobe ch010087.jpg,8000,3.6959409713745117
C:\Users\akrem\OneDrive\Desktop\Computational BME\Project 2\MASK_SK658 Slobe ch010113.jpg,7300,2.8595447540283203
C:\Users\akrem\OneDrive\Desktop\Computational BME\Project 2\MASK_SK658 Slobe ch010158.jpg,920,1.4254570007324219
